Designator,Mid X,Mid Y,Rotation,Layer
C1,56.33,-32.34,180.0,top
D1,60.62,-37.2,90.0,top
F1,69.28,-36.69,0.0,top
J1,65.548603,-29.43505,180.0,top
R1,56.33,-30.88,180.0,top
R2,58.548603,-30.43505,270.0,top
R3,72.548603,-30.43505,90.0,top
U1,65.68995,-41.27149,0.0,top
U3,62.67,-37.19,90.0,top
U4,65.54,-37.19,270.0,top
